ticket_id,customer_id,technician_id,node_id,priority,status,issue_type,date_created,date_resolved
TICK00977,CUST0198,TECH0083,NODE0038,Low,Resolved,Hardware Failure,2023-12-20 00:00:00,2024-01-01 00:00:00
TICK00978,CUST0031,TECH0046,NODE0111,Medium,In Progress,Service Outage,2024-01-21 00:00:00,
TICK00979,CUST0009,TECH0151,NODE0033,High,Resolved,Configuration,2024-02-07 00:00:00,2024-02-09 00:00:00
TICK00980,CUST0054,TECH0025,NODE0184,Critical,Resolved,Billing,2023-12-18 00:00:00,2023-12-31 00:00:00
TICK00981,CUST0034,TECH0102,NODE0111,Low,In Progress,Connectivity,2024-03-12 00:00:00,
TICK00982,CUST0177,TECH0037,NODE0126,Medium,Resolved,Hardware Failure,2023-11-15 00:00:00,2023-11-22 00:00:00
TICK00983,CUST0092,TECH0174,NODE0131,High,Resolved,Service Outage,2023-12-16 00:00:00,2024-01-06 00:00:00
TICK00984,CUST0108,TECH0011,NODE0165,Critical,Resolved,Configuration,2023-10-20 00:00:00,2023-10-28 00:00:00
TICK00985,CUST0110,TECH0147,NODE0006,Low,Resolved,Billing,2023-11-23 00:00:00,2023-12-14 00:00:00
TICK00986,CUST0151,TECH0126,NODE0183,Medium,Closed,Connectivity,2023-10-11 00:00:00,2023-10-25 00:00:00
TICK00987,CUST0078,TECH0091,NODE0027,High,In Progress,Hardware Failure,2024-02-28 00:00:00,
TICK00988,CUST0010,TECH0154,NODE0078,Critical,Open,Service Outage,2024-03-29 00:00:00,
TICK00989,CUST0035,TECH0083,NODE0098,Low,In Progress,Configuration,2024-02-28 00:00:00,
TICK00990,CUST0076,TECH0164,NODE0159,Medium,In Progress,Billing,2023-12-04 00:00:00,
TICK00991,CUST0114,TECH0164,NODE0103,High,In Progress,Connectivity,2023-10-15 00:00:00,
TICK00992,CUST0103,TECH0022,NODE0127,Critical,Resolved,Hardware Failure,2023-11-19 00:00:00,2023-12-11 00:00:00
TICK00993,CUST0058,TECH0195,NODE0025,Low,Open,Service Outage,2023-12-28 00:00:00,
TICK00994,CUST0191,TECH0175,NODE0193,Medium,In Progress,Configuration,2023-12-26 00:00:00,
TICK00995,CUST0059,TECH0159,NODE0059,High,In Progress,Billing,2023-11-18 00:00:00,
TICK00996,CUST0199,TECH0038,NODE0166,Critical,Resolved,Connectivity,2023-12-26 00:00:00,2024-01-09 00:00:00
TICK00997,CUST0134,TECH0149,NODE0091,Low,In Progress,Hardware Failure,2023-11-24 00:00:00,
TICK00998,CUST0136,TECH0024,NODE0067,Medium,Resolved,Service Outage,2024-01-09 00:00:00,2024-01-12 00:00:00
TICK00999,CUST0135,TECH0048,NODE0061,High,Resolved,Configuration,2023-10-26 00:00:00,2023-11-10 00:00:00
TICK01000,CUST0047,TECH0158,NODE0061,Critical,Resolved,Billing,2024-01-27 00:00:00,2024-02-06 00:00:00
