CommunicationId,CustomerId,PolicyId,CommunicationType,CommunicationDate,Summary
CHID-297,CID-044,PID-115,Email,2020-10-11,Request clarification on a recent claim status.
CHID-298,CID-045,PID-116,Email,2023-02-04,Customer wanted to know about discounts available for bundling policies.
CHID-299,CID-045,PID-116,SMS,2022-11-14,Customer called to update their policy information and address changes.
CHID-300,CID-045,PID-117,Email,2023-04-07,Customer wanted to know about discounts available for bundling policies.
CHID-301,CID-045,PID-117,Email,2023-06-19,Request clarification on a recent claim status.
CHID-302,CID-045,PID-117,Phone Call,2023-05-20,Customer complained about a previous claim's handling.
CHID-303,CID-045,PID-117,SMS,2022-09-10,Customer wanted to know about discounts available for bundling policies.
CHID-304,CID-045,PID-118,Phone Call,2025-08-10,Customer called to ask specific questions regarding coverage limits.
CHID-305,CID-045,PID-119,Phone Call,2021-08-09,Inquired about potential premium increases for the upcoming renewal.
CHID-306,CID-045,PID-119,Email,2021-11-21,"Customer sought assistance for canceling their policy, asking about the process."
CHID-307,CID-045,PID-119,SMS,2022-06-17,The customer wanted to know about discounts for upcoming policy renewal.
CHID-308,CID-046,PID-120,Phone Call,2021-08-04,Customer wanted to know about discounts available for bundling policies.
CHID-309,CID-046,PID-120,Phone Call,2021-08-15,Customer called to update their policy information and address changes.
CHID-310,CID-046,PID-120,Email,2021-12-22,Request for documents related to the policy was made.
CHID-311,CID-046,PID-120,Phone Call,2021-07-19,Inquired about potential premium increases for the upcoming renewal.
CHID-312,CID-046,PID-121,Email,2025-03-05,The customer wanted to know about discounts for upcoming policy renewal.
CHID-313,CID-047,PID-122,Phone Call,2023-12-28,Inquired about potential premium increases for the upcoming renewal.
CHID-314,CID-047,PID-122,Phone Call,2024-05-16,Request for documents related to the policy was made.
CHID-315,CID-047,PID-123,Phone Call,2020-05-11,Customer called to ask specific questions regarding coverage limits.
CHID-316,CID-047,PID-123,Phone Call,2021-01-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-317,CID-047,PID-124,Email,2022-07-09,Customer wanted to know about discounts available for bundling policies.
CHID-318,CID-047,PID-124,Phone Call,2021-11-28,"Customer sought assistance for canceling their policy, asking about the process."
CHID-319,CID-047,PID-124,Phone Call,2021-10-15,Customer wanted to know about discounts available for bundling policies.
CHID-320,CID-047,PID-124,Email,2022-05-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-321,CID-047,PID-125,Email,2025-09-25,Inquired about potential premium increases for the upcoming renewal.
CHID-322,CID-047,PID-125,Email,2025-05-30,Request for documents related to the policy was made.
CHID-323,CID-047,PID-125,Email,2025-06-14,Customer called to ask specific questions regarding coverage limits.
CHID-324,CID-047,PID-125,SMS,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-325,CID-048,PID-126,SMS,2021-03-12,Inquired about potential premium increases for the upcoming renewal.
CHID-326,CID-048,PID-126,Email,2021-01-19,Customer called to ask specific questions regarding coverage limits.
CHID-327,CID-048,PID-127,SMS,2020-07-26,Inquired about potential premium increases for the upcoming renewal.
CHID-328,CID-048,PID-127,Email,2020-04-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-329,CID-048,PID-127,Email,2020-08-17,"Customer sought assistance for canceling their policy, asking about the process."
CHID-330,CID-048,PID-127,Phone Call,2020-07-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-331,CID-049,PID-128,Phone Call,2022-12-23,Inquired about potential premium increases for the upcoming renewal.
CHID-332,CID-049,PID-128,Email,2022-07-06,Customer called to update their policy information and address changes.
CHID-333,CID-049,PID-128,Email,2022-10-03,Request for documents related to the policy was made.
CHID-334,CID-049,PID-129,Email,2020-09-07,Inquired about potential premium increases for the upcoming renewal.
CHID-335,CID-049,PID-129,SMS,2021-02-13,Inquired about potential premium increases for the upcoming renewal.
CHID-336,CID-049,PID-129,SMS,2020-07-19,The customer wanted to know about discounts for upcoming policy renewal.
CHID-337,CID-050,PID-130,SMS,2021-07-09,Customer called to ask specific questions regarding coverage limits.
CHID-338,CID-050,PID-130,Phone Call,2021-05-18,Request clarification on a recent claim status.
CHID-339,CID-050,PID-130,Email,2021-10-19,Request for documents related to the policy was made.
CHID-340,CID-050,PID-130,SMS,2021-07-26,Request clarification on a recent claim status.
CHID-341,CID-050,PID-131,SMS,2021-11-25,"Customer sought assistance for canceling their policy, asking about the process."
CHID-342,CID-050,PID-132,SMS,2022-03-03,The customer wanted to know about discounts for upcoming policy renewal.
CHID-343,CID-050,PID-132,SMS,2022-02-18,Customer called to inquire about their most recent bill and payment due dates.
CHID-344,CID-050,PID-132,Phone Call,2022-07-28,Customer called to inquire about their most recent bill and payment due dates.
CHID-345,CID-050,PID-132,Phone Call,2021-11-07,Customer called to update their policy information and address changes.
CHID-346,CID-051,PID-133,SMS,2022-12-04,Customer wanted to know about discounts available for bundling policies.
CHID-347,CID-051,PID-134,Email,2021-11-29,Request clarification on a recent claim status.
CHID-348,CID-051,PID-134,SMS,2022-06-22,Request for documents related to the policy was made.
CHID-349,CID-051,PID-134,SMS,2022-10-16,Request clarification on a recent claim status.
CHID-350,CID-051,PID-134,SMS,2022-10-04,The customer wanted to know about discounts for upcoming policy renewal.
CHID-351,CID-051,PID-135,Phone Call,2025-11-12,Request clarification on a recent claim status.
CHID-352,CID-051,PID-135,Phone Call,2025-10-27,Customer called to update their policy information and address changes.
CHID-353,CID-051,PID-135,Phone Call,2025-11-12,Customer called to update their policy information and address changes.
CHID-354,CID-051,PID-135,Email,2025-11-12,Request for documents related to the policy was made.
CHID-355,CID-052,PID-136,Email,2021-08-28,Customer called to update their policy information and address changes.
CHID-356,CID-052,PID-136,Phone Call,2021-05-17,Inquired about potential premium increases for the upcoming renewal.
CHID-357,CID-052,PID-137,Phone Call,2024-04-21,Customer called to update their policy information and address changes.
CHID-358,CID-052,PID-137,Phone Call,2024-02-05,Customer wanted to know about discounts available for bundling policies.
CHID-359,CID-052,PID-137,Phone Call,2023-11-13,The customer wanted to know about discounts for upcoming policy renewal.
CHID-360,CID-053,PID-138,Email,2023-09-29,Customer called to update their policy information and address changes.
CHID-361,CID-053,PID-138,SMS,2023-09-11,Customer called to update their policy information and address changes.
CHID-362,CID-053,PID-139,Email,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-363,CID-053,PID-139,SMS,2025-11-12,Request clarification on a recent claim status.
CHID-364,CID-053,PID-139,Phone Call,2025-11-12,Request clarification on a recent claim status.
CHID-365,CID-053,PID-139,SMS,2025-11-12,Request clarification on a recent claim status.
CHID-366,CID-053,PID-140,Email,2021-11-29,Customer called to ask specific questions regarding coverage limits.
CHID-367,CID-053,PID-140,Email,2021-08-07,Customer called to inquire about their most recent bill and payment due dates.
CHID-368,CID-053,PID-140,SMS,2021-04-27,Customer called to update their policy information and address changes.
CHID-369,CID-053,PID-140,SMS,2021-10-08,Customer complained about a previous claim's handling.
CHID-370,CID-054,PID-141,Phone Call,2022-03-10,Customer called to ask specific questions regarding coverage limits.
CHID-371,CID-054,PID-142,SMS,2021-06-16,Request for documents related to the policy was made.
CHID-372,CID-054,PID-142,Email,2021-07-20,Customer called to update their policy information and address changes.
CHID-373,CID-055,PID-143,SMS,2020-09-29,The customer wanted to know about discounts for upcoming policy renewal.
CHID-374,CID-055,PID-143,Phone Call,2020-12-10,The customer wanted to know about discounts for upcoming policy renewal.
CHID-375,CID-055,PID-143,SMS,2021-04-23,"Customer sought assistance for canceling their policy, asking about the process."
CHID-376,CID-055,PID-143,SMS,2020-07-17,Inquired about potential premium increases for the upcoming renewal.
CHID-377,CID-055,PID-144,SMS,2024-07-13,Customer wanted to know about discounts available for bundling policies.
CHID-378,CID-055,PID-144,Email,2024-06-20,Request clarification on a recent claim status.
CHID-379,CID-055,PID-144,SMS,2024-08-09,Customer called to update their policy information and address changes.
CHID-380,CID-055,PID-145,SMS,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-381,CID-055,PID-146,SMS,2023-02-28,"Customer sought assistance for canceling their policy, asking about the process."
CHID-382,CID-056,PID-147,Phone Call,2021-03-14,Customer called to ask specific questions regarding coverage limits.
CHID-383,CID-056,PID-147,Phone Call,2020-11-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-384,CID-056,PID-147,Phone Call,2020-09-17,Customer called to inquire about their most recent bill and payment due dates.
CHID-385,CID-056,PID-148,Phone Call,2025-09-15,Customer called to inquire about their most recent bill and payment due dates.
CHID-386,CID-056,PID-149,Phone Call,2022-12-03,Customer wanted to know about discounts available for bundling policies.
CHID-387,CID-056,PID-149,Email,2022-06-04,Request clarification on a recent claim status.
CHID-388,CID-056,PID-149,Email,2023-05-04,Customer called to ask specific questions regarding coverage limits.
CHID-389,CID-056,PID-149,Email,2023-05-03,Customer called to inquire about their most recent bill and payment due dates.
CHID-390,CID-057,PID-150,Email,2025-08-29,Customer complained about a previous claim's handling.
CHID-391,CID-057,PID-150,Phone Call,2025-09-04,Customer called to update their policy information and address changes.
CHID-392,CID-057,PID-150,Phone Call,2025-05-13,Customer wanted to know about discounts available for bundling policies.
CHID-393,CID-058,PID-151,Phone Call,2021-11-13,Customer wanted to know about discounts available for bundling policies.
CHID-394,CID-058,PID-151,SMS,2022-05-02,"Customer sought assistance for canceling their policy, asking about the process."
CHID-395,CID-058,PID-151,SMS,2022-01-19,Customer called to inquire about their most recent bill and payment due dates.
CHID-396,CID-058,PID-152,Phone Call,2022-01-15,The customer wanted to know about discounts for upcoming policy renewal.
CHID-397,CID-058,PID-152,Email,2022-07-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-398,CID-058,PID-152,SMS,2022-05-26,Customer wanted to know about discounts available for bundling policies.
CHID-399,CID-058,PID-152,Phone Call,2022-07-14,Request for documents related to the policy was made.
CHID-400,CID-059,PID-153,SMS,2024-06-18,Inquired about potential premium increases for the upcoming renewal.
CHID-401,CID-059,PID-153,SMS,2024-10-24,Customer called to update their policy information and address changes.
CHID-402,CID-059,PID-154,Phone Call,2022-10-06,The customer wanted to know about discounts for upcoming policy renewal.
CHID-403,CID-059,PID-154,SMS,2022-05-10,Inquired about potential premium increases for the upcoming renewal.
CHID-404,CID-059,PID-155,Phone Call,2020-08-30,Customer wanted to know about discounts available for bundling policies.
CHID-405,CID-059,PID-155,Phone Call,2020-10-18,"Customer sought assistance for canceling their policy, asking about the process."
